Job Title,Company Name,Salary,Job Category,city,State
Program Manager,Department of Transportation,83458,Database Manager,No location provided,
Program Manager,Department of Defense,93494,Database Manager,No location provided,
PROGRAM MANAGER,Department of the Navy,12253,Database Manager,Washington Navy Yard,District of Columbia
Program Manager,Department of Homeland Security,10324,Database Manager,Springfield,Virginia
Program Manager,Department of Homeland Security,14412,Database Manager,Washington,District of Columbia
PROGRAM MANAGER,Department of the Navy,11836,Database Manager,No location provided,
Program Manager,Department of the Army,12581,Database Manager,Joint Base McGuire-Dix-Lakehurst,New Jersey
Housing Manager,Department of the Army,61019,Database Manager,No location provided,
Project Manager,Department of the Army,64649,Database Manager,Nashville,Tennessee
Project Manager,Department of the Army,64649,Database Manager,Nashville,Tennessee
PROGRAM MANAGER,Department of the Navy,11836,Database Manager,No location provided,
PROJECT MANAGER,Department of the Navy,10888,Database Manager,No location provided,
Program Manager,Department of the Treasury,64649,Database Manager,No location provided,
Project Manager,Department of Agriculture,53433,Database Manager,No location provided,
Project Manager,Legislative Branch,12253,Database Manager,Washington,District of Columbia
Program Manager,Department of Veterans Affairs,14412,Database Manager,Washington,District of Columbia
PROGRAM MANAGER,Department of Agriculture,10888,Database Manager,Destrehan,Louisiana
PROGRAM MANAGER,Department of Agriculture,12807,Database Manager,Destrehan,Louisiana
Program Manager,Department of Transportation,12804,Database Manager,Washington,District of Columbia
PROGRAM MANAGER,Department of the Army,12519,Database Manager,Galveston,Texas
Program Manager,Department of the Army,78711,Database Manager,Colorado Springs,Colorado
Project Manager,General Services Administration,11280,Database Manager,No location provided,
PROGRAM MANAGER,Department of the Navy,10369,Database Manager,Washington Navy Yard,District of Columbia
Program Manager,Department of the Treasury,11836,Database Manager,Philadelphia,Pennsylvania
Program Manager,Department of Veterans Affairs,11046,Database Manager,No location provided,
Program Manager,Department of Veterans Affairs,10888,Database Manager,No location provided,
Program Manager,Department of the Interior,14412,Database Manager,Washington,District of Columbia
PROGRAM MANAGER,Department of the Navy,12253,Database Manager,Washington Navy Yard,District of Columbia
PROGRAM MANAGER,Department of the Air Force,95012,Database Manager,Hickam AFB,Hawaii
PROGRAM MANAGER,Department of Defense,12253,Database Manager,Arlington,Virginia
Program Manager,Department of Justice,11046,Database Manager,Panama City,Panama
Facility Manager,Department of the Interior,64649,Database Manager,Crow Agency,Montana
Building Manager,Department of the Navy,35560.00137,Database Manager,Bangor,Washington
Facility Manager,Department of the Interior,77488,Database Manager,No location provided,
Building Manager,General Services Administration,88488,Database Manager,Los Angeles,California
CONTRACT MANAGER,Department of the Air Force,65340,Database Manager,Davis Monthan AFB,Arizona
District Manager,Department of the Interior,10888,Database Manager,No location provided,
District Manager,Department of the Interior,10888,Database Manager,No location provided,
"Business Manager (Restaurant General Manager), NF-04",Department of the Army,75000,Database Manager,Joint Base Lewis-McChord,Washington
"Business Manager (Restaurant General Manager), NF-04",Department of the Army,75000,Database Manager,Fort Bliss,Texas
Program Manager (Senior Manager Readiness Program),Department of the Treasury,10888,Database Manager,No location provided,
Housing Manager (General Manager/Hotel Management),Department of the Navy,58000,Database Manager,Gulfport,Mississippi
FINANCIAL MANAGER,Department of the Air Force,10522,Database Manager,Port Hueneme,California
Portfolio Manager,Other Agencies and Independent Organizations,64651,Database Manager,No location provided,
Portfolio Manager,Other Agencies and Independent Organizations,64651,Database Manager,No location provided,
Financial Manager,Department of the Army,93907,Database Manager,No location provided,
Nurse - Case Manager,Department of Veterans Affairs,61643,Database Manager,Montgomery,Alabama
Portfolio Manager,Other Agencies and Independent Organizations,64651,Database Manager,No location provided,
Nurse (Care Manager),Department of Veterans Affairs,56449,Database Manager,Bath,New York
FINANCIAL MANAGER,Department of the Navy,14412,Database Manager,Arlington,Virginia
Financial Manager,Department of Health And Human Services,10888,Database Manager,No location provided,
Financial Manager,Department of the Army,10888,Database Manager,Huntington,West Virginia
Portfolio Manager,Department of Veterans Affairs,12253,Database Manager,Washington,District of Columbia
FINANCIAL MANAGER,Department of the Air Force,92143,Database Manager,Des Moines,Iowa
Auto Skills Manager,Department of the Navy,30000,Database Manager,Gulfport,Mississippi
Operations Manager,Department of Homeland Security,12253,Database Manager,No location provided,
Program Manager MSP,Department of the Treasury,10888,Database Manager,No location provided,
Program Manager (DGC),Department of the Army,13107,Database Manager,Redstone Arsenal,Alabama
Operations Manager,Department of the Air Force,31579.99992,Database Manager,Luke AFB,Arizona
ACL Program Manager,Department of Health And Human Services,14412,Database Manager,Washington,District of Columbia
ACL Program Manager,Department of Health And Human Services,14412,Database Manager,Washington,District of Columbia
Monument Manager (National Conservation Area Manager),Department of the Interior,78644,Database Manager,Las Vegas,Nevada
PACT RN Care Manager,Department of Veterans Affairs,10656,Database Manager,San Francisco,California
PUBLIC WORKS MANAGER,Department of the Navy,10647,Database Manager,Colts Neck,New Jersey
ACQUISITION MANAGER,Department of the Army,12581,Database Manager,Picatinny Arsenal,New Jersey
PROGRAM MANAGER (ASSISTANT PROGRAM MANAGER ACQUISITION),Department of the Army,85087,Database Manager,Warren,Michigan
Nurse (Case Manager) - DHA,Department of Health And Human Services,85864,Database Manager,Shiprock,New Mexico
Business Manager NF-04,Department of the Army,37000,Database Manager,Hawaii National Park,Hawaii
AUDIT PROGRAM MANAGER,Department of the Navy,14412,Database Manager,Arlington,Virginia
Business Manager NF-03,Department of the Army,37980,Database Manager,Fort Hunter Liggett,California
Business Manager NF-04,Department of the Army,58000,Database Manager,Carlisle Barracks,Pennsylvania
Business Manager NF-04,Department of the Army,50088,Database Manager,Fort Knox,Kentucky
SHARP PROGRAM MANAGER,Department of the Army,92143,Database Manager,Fort Campbell,Tennessee
"Program Manager (Department Manager) Cadre, NTE 1 Year, MBE, MNBP",Department of the Treasury,65887,Database Manager,Austin,Texas
Court Services Manager,Judicial Branch,76280,Database Manager,Columbus,Ohio
TRAFFIC MANAGER - TITLE 5,Department of the Air Force,53433,Database Manager,Robins AFB,Georgia
Assistant Golf Manager,Department of the Navy,34000,Database Manager,Monterey,California
Marketing Manager NF-04,Department of the Army,55000,Database Manager,White Sands Missile Range,New Mexico
Club Operation Manager,Department of the Air Force,33060.00137,Database Manager,Homestead AFB,Florida
Financial Manager NF-05,Department of Defense,12000,Database Manager,Fort Belvoir,Virginia
Auto Hobby Shop Manager,Department of the Air Force,31559.99947,Database Manager,No location provided,
Assistant Club Manager,Department of the Air Force,31459.99908,Database Manager,Minot AFB,North Dakota
Equipment Manager NF-03,Department of the Army,42000,Database Manager,Redstone Arsenal,Alabama
MARINE MART MANAGER NF-3,Department of the Navy,36400.00153,Database Manager,Oceanside,California
Bowling Center Manager,Department of the Air Force,36000,Database Manager,McConnell AFB,Kansas
Bar Operations Manager,Department of the Air Force,29500,Database Manager,Goose Creek,South Carolina
IT Project Manager,Department of Veterans Affairs,79468,Database Manager,No location provided,
IT Project Manager,Department of Veterans Affairs,93907,Database Manager,No location provided,
Human Resources Manager,Other Agencies and Independent Organizations,10369,Database Manager,Washington,District of Columbia
Eclipse Project Manager,Department of Homeland Security,10369,Database Manager,Washington,District of Columbia
Deputy District Manager,Department of the Interior,92143,Database Manager,Winnemucca,Nevada
IT Project Manager,Other Agencies and Independent Organizations,87198,Database Manager,Rockville,Maryland
Wildlife Refuge Manager,Department of the Interior,11005,Database Manager,Ajo,Arizona
Wildlife Refuge Manager,Department of the Interior,11005,Database Manager,Ajo,Arizona
IT Project Manager,Department of Defense,87198,Database Manager,Fort Belvoir,Virginia
Meat Department Manager,Department of Defense,44048,Database Manager,Fort Ben Harrison,Indiana
Meat Department Manager,Department of Defense,44048,Database Manager,Fort Ben Harrison,Indiana
Wildlife Refuge Manager,Department of the Interior,85935,Database Manager,Ringwood,Illinois
Wildlife Refuge Manager,Department of the Interior,85935,Database Manager,Ringwood,Illinois
IT Project Manager,Department of Homeland Security,10369,Database Manager,No location provided,
UNIT DEPLOYMENT MANAGER,Department of the Air Force,53433,Database Manager,Little Rock AFB,Arkansas
IT Project Manager (APPSW),Department of Justice,10369,Database Manager,Arlington,Virginia
IT Program Manager,Department of Housing and Urban Development,14412,Database Manager,Washington,District of Columbia
IT Program Manager (ICTAP),Department of Commerce,14412,Database Manager,Washington,District of Columbia
Assistant Field Manager,Department of the Interior,77488,Database Manager,No location provided,
Assistant Nurse Manager,Department of Veterans Affairs,65429,Database Manager,Fort Harrison,Montana
Senior Portfolio Manager,Other Agencies and Independent Organizations,87591,Database Manager,No location provided,
Senior Portfolio Manager,Other Agencies and Independent Organizations,87591,Database Manager,No location provided,
EQUIPMENT RENTAL MANAGER,Department of the Air Force,27040.00092,Database Manager,Altus AFB,Oklahoma
EQUAL EMPLOYMENT MANAGER,Department of the Air Force,77488,Database Manager,Cannon AFB,New Mexico
Program Manager (CDFI/NACA),Department of the Treasury,14412,Database Manager,Washington,District of Columbia
Program Manager (CDFI/NACA),Department of the Treasury,14412,Database Manager,Washington,District of Columbia
External Affairs Manager,Department of Homeland Security,12253,Database Manager,No location provided,
Personal Finance Manager,Department of the Navy,70000,Database Manager,Bremerton,Washington
Customer Service Manager,Department of State,77488,Database Manager,El Paso,Texas
Equal Employment Manager,Department of Veterans Affairs,86537,Database Manager,Leeds,Massachusetts
Equal Employment Manager,Department of Veterans Affairs,77488,Database Manager,Temple,Texas
Equal Employment Manager,Department of Veterans Affairs,77488,Database Manager,Temple,Texas
EQUAL EMPLOYMENT MANAGER,Department of the Army,72750,Database Manager,Chambersburg,Pennsylvania
Nurse Manager (Cardiology),Department of Veterans Affairs,79886,Database Manager,Albuquerque,New Mexico
"ARMP GENERAL MANAGER, NF-05",Department of the Army,13500,Database Manager,Fort Sam Houston,Texas
Duty Manager (Security)  NF-03,Department of the Army,45000,Database Manager,Honolulu,Hawaii
EXECUTIVE PROGRAM MANAGER,Department of Defense,14412,Database Manager,Washington,District of Columbia
Northern Projects Manager,Department of the Interior,92143,Database Manager,No location provided,
Digital Marketing Manager,National Foundation on the Arts and the Humanities,87198,Database Manager,Washington,District of Columbia
Manager (Prepress Division),Legislative Branch,12253,Database Manager,Washington,District of Columbia
Social Worker Case Manager,Department of Veterans Affairs,58774,Database Manager,Eugene,Oregon
TECHNICAL PROJECT MANAGER,Department of the Navy,87198,Database Manager,Indian Head,Maryland
