Job Title,Category,Skills,Tools,Type,Salary
ELECTRONIC INTEGRATED SYSTEMS MECHANIC,IT Systems Analyst,Data Analysis ,HTML ,Government,Starting at $29.25 (WG 12-13)
ELECTRONIC INTEGRATED SYSTEMS MECHANIC,IT Systems Analyst,Data Analysis , ,Government,Starting at $29.42 (WG 12-13)
ELECTRONIC INTEGRATED SYSTEMS MECHANIC,IT Systems Analyst, , ,Government,Starting at $47.52 (WG 14)
"Supervisory AST, Facility Systems Safety",IT Systems Analyst,Statistics ,HTML ,Government,"Starting at $133,458 (GS 15)"
ELECTRONIC INTEGRATED SYSTEMS MECHANIC,IT Systems Analyst, ,AI ,Government,"Starting at $63,445 (WG 11-13)"
Chief Information Security Officer,IT Systems Analyst, ,HTML ,Government,"Starting at $132,552 (ES 00)"
InformationTechnology Specialiast,IT Systems Analyst, ,AI ,Government,"Starting at $122,530 (GS 14)"
Government Information Specialist,IT Systems Analyst, ,Excel ,Government,"Starting at $74,702 (GS 11-12)"
Regulatory Information Specialist,IT Systems Analyst, , ,Government,"Starting at $103,690 (GS 13)"
GOVERNMENT INFORMATION SPECIALIST,IT Systems Analyst, , ,Government,"Starting at $72,355 (GS 11)"
Government Information Specialist,IT Systems Analyst, ,AI ,Government,"Starting at $81,638 (GS 12-13)"
Government Information Specialist,IT Systems Analyst, ,AI ,Government,"Starting at $108,885 (GS 14)"
GOVERNMENT INFORMATION SPECIALIST,IT Systems Analyst, ,AI ,Government,"Starting at $60,129 (GS 9)"
CYS Program Associate Technology Lab NF-03,IT Systems Analyst, , ,Government,"Starting at $28,945 (NF 3)"
POWERED SUPPORT SYSTEMS MECHANIC (Title 32),IT Systems Analyst, , ,Government,Starting at $18.75 (WG 5-10)
CYS Program Associate Technology Lab NF-03,IT Systems Analyst, , ,Government,"Starting at $30,113 (NF 3)"
CYS Program Associate Technology Lab NF-03,IT Systems Analyst, , ,Government,"Starting at $35,165 (NF 3)"
CYS Program Associate Technology Lab NF-03,IT Systems Analyst, , ,Government,"Starting at $34,384 (NF 3)"
CYS Program Associate Technology Lab NF-03,IT Systems Analyst, , ,Government,"Starting at $40,000 (NF 3)"
POWERED SUPPORT SYSTEMS MECHANIC (Title 32),IT Systems Analyst,Data Collection , ,Government,Starting at $26.46 (WG 10)
CYS Program Associate Technology Lab NF-03,IT Systems Analyst, , ,Government,"Starting at $35,270 (NF 3)"
CYS Program Associate Technology Lab NF-03,IT Systems Analyst, , ,Government,"Starting at $36,940 (NF 3)"
CYS Program Associate Technology Lab NF-03,IT Systems Analyst, , ,Government,"Starting at $35,479 (NF 3)"
CYS Program Associate Technology Lab NF-03,IT Systems Analyst, , ,Government,"Starting at $39,684 (NF 3)"
CYS Program Associate Technology Lab NF-03,IT Systems Analyst, , ,Government,"Starting at $40,271 (NF 3)"
POWERED SUPPORT SYSTEMS MECHANIC (TITLE 32),IT Systems Analyst,Data Collection , ,Government,Starting at $31.79 (WG 10)
CYS Program Associate Technology Lab NF-03,IT Systems Analyst, ,HTML ,Government,"Starting at $35,265 (NF 3)"
CYS Program Associate Technology Lab NF-03,IT Systems Analyst, , ,Government,"Starting at $35,265 (NF 3)"
Powered Support Systems Mechanic (Title 32),IT Systems Analyst,Data Collection , ,Government,Starting at $32.34 (WG 10)
AIRCRAFT ARRESTING GEAR SYSTEMS REPAIRER,IT Systems Analyst, , ,Government,Starting at $25.41 (WG 8)
UTILITIES MECHANICAL SYSTEMS SUPERVISOR,IT Systems Analyst, , ,Government,Starting at $35.13 (WS 10)
POWERED SUPPORT SYSTEMS MECHANIC (TITLE 32),IT Systems Analyst, , ,Government,Starting at $24.37 (WG 10)
Utility Systems Repair Operator Work Lead,IT Systems Analyst, , ,Government,Starting at $25.43 (WL 9)
Criminal Analyst-HSI Intel,IT Systems Analyst, ,Excel ,Government,"Starting at $79,468 (GS 13-14)"
1320-0021 Forensic Analyst,IT Systems Analyst, , ,Government,"Starting at $60,560 (WG 2)"
QUALITY ASSURANCE ANALYST,IT Systems Analyst, , ,Government,"Starting at $64,649 (GS 11)"
Forensic Document Analyst,IT Systems Analyst, , ,Government,"Starting at $102,188 (GS 13)"
"Budget Analyst, GS-0560-12/13",IT Systems Analyst, , ,Government,"Starting at $87,198 (GS 12-13)"
Grants Management Analyst,IT Systems Analyst, , ,Government,"Starting at $84,452 (GS 12)"
Management Analyst (Budget),IT Systems Analyst, , ,Government,"Starting at $103,690 (GS 13)"
"Manager, Business Intelligence Systems NF5",IT Systems Analyst,ETL ,SQL ,Government,"Starting at $120,000 (NF 05)"
CYS Functional Technology Specialist NF-04,IT Systems Analyst, , ,Government,"Starting at $65,180 (NF 4)"
Airway Transportation Systems Specialist,IT Systems Analyst, , ,Government,"Starting at $106,100 (FV J)"
Airway Transportation Systems Specialist,IT Systems Analyst, , ,Government,"Starting at $65,170 (FV H)"
Airway Transportation Systems Specialist,IT Systems Analyst, , ,Government,"Starting at $78,388 (FV I)"
Airway Transportation Systems Specialist,IT Systems Analyst, , ,Government,"Starting at $85,946 (FV I)"
Airway Transportation Systems Specialist,IT Systems Analyst, , ,Government,"Starting at $70,245 (FV H)"
AIRCRAFT ORDNANCE SYSTEMS MECHANIC LEADER,IT Systems Analyst, , ,Government,Starting at $31.27 (WL 11)
Supervisory Financial Systems Specialist,IT Systems Analyst,Statistics , ,Government,"Starting at $92,588 (GS 13)"
Airway Transportation Systems Specialist,IT Systems Analyst, ,AI ,Government,"Starting at $78,388 (FV I)"
Airway Transportation Systems Specialist,IT Systems Analyst, , ,Government,"Starting at $48,239 (FV F)"
Airway Transportation Systems Specialist,IT Systems Analyst, , ,Government,"Starting at $48,239 (FV F)"
Aeronautical Information Specialist,IT Systems Analyst,"Data Integration, Data Collection ", ,Government,"Starting at $83,458 (FV J)"
Aeronautical Information Specialist,IT Systems Analyst,"Data Integration, Data Collection ", ,Government,"Starting at $108,896 (FV J)"
Aeronautical Information Specialist,IT Systems Analyst,"Data Integration, Data Collection ", ,Government,"Starting at $83,458 (FV J)"
Aeronautical Information Specialist,IT Systems Analyst,"Data Integration, Data Collection ", ,Government,"Starting at $108,896 (FV J)"
Aeronautical Information Specialist,IT Systems Analyst, ,ASW ,Government,"Starting at $104,306 (FV J)"
Management & Program Analyst,IT Systems Analyst, ,AI ,Government,"Starting at $30,414 (GS 5-7)"
Program/Management  Analyst,IT Systems Analyst, ,HTML ,Government,"Starting at $43,683 (GS 07-09)"
Management & Program Analyst,IT Systems Analyst, ,HTML ,Government,"Starting at $61,019 (GS 9)"
Management & Program Analyst,IT Systems Analyst, ,HTML ,Government,"Starting at $61,019 (GS 9)"
Management & Program Analyst,IT Systems Analyst, , ,Government,"Starting at $77,488 (GS 12)"
Contract Price/Cost Analyst,IT Systems Analyst, ,"Excel, Scala ",Government,"Starting at $99,319 (GS 13)"
Management & Program Analyst,IT Systems Analyst, ,HTML ,Government,"Starting at $94,523 (GS 12)"
Supervisory Budget Analyst,IT Systems Analyst, , ,Government,"Starting at $106,471 (GS 13)"
Supervisory Budget Analyst,IT Systems Analyst, , ,Government,"Starting at $92,143 (GS 13)"
Budget Analyst (Supervisory),IT Systems Analyst, ,AI ,Government,"Starting at $112,400 (GS 13)"
Management & Program Analyst,IT Systems Analyst,Data Analysis , ,Government,"Starting at $108,885 (GS 14)"
Procurement Analyst ROSTER,IT Systems Analyst, , ,Government,"Starting at $108,885 (GS 14)"
Management & Program Analyst,IT Systems Analyst, , ,Government,"Starting at $108,896 (FV J)"
Procurement Analyst ROSTER,IT Systems Analyst, , ,Government,"Starting at $108,885 (GS 14)"
Management & Program Analyst,IT Systems Analyst, , ,Government,"Starting at $92,143 (GS 13)"
MANAGEMENT & PROGRAM ANALYST,IT Systems Analyst, ,GCP ,Government,"Starting at $58,535 (GS 9-11)"
Management & Program Analyst,IT Systems Analyst, ,HTML ,Government,"Starting at $65,180 (GS 9-12)"
Management & Program Analyst,IT Systems Analyst, ,HTML ,Government,"Starting at $69,505 (GS 11-12)"
Contract Price/Cost Analyst,IT Systems Analyst, ,HTML ,Government,"Starting at $87,198 (GS 12)"
Supervisory Budget Analyst,IT Systems Analyst, , ,Government,"Starting at $144,128 (GS 15)"
Management & Program Analyst,IT Systems Analyst, ,HTML ,Government,"Starting at $73,827 (GS 11)"
Management & Program Analyst,IT Systems Analyst, ,Excel ,Government,"Starting at $122,530 (GS 14)"
Management Program Analyst,IT Systems Analyst, , ,Government,"Starting at $92,143 (GS 13)"
Management & Program Analyst,IT Systems Analyst,"Data Mining, Data Collection ",HTML ,Government,"Starting at $65,180 (GS 9-12)"
Web Content Manager/Analyst,IT Systems Analyst, ,"HTML, CSS ",Government,"Starting at $103,690 (GS 13-14)"
Management & Program Analyst,IT Systems Analyst, , ,Government,"Starting at $83,458 (FV J)"
Training & Education Analyst,IT Systems Analyst, , ,Government,"Starting at $78,277 (GS 12)"
Supervisory Budget Analyst,IT Systems Analyst, , ,Government,"Starting at $144,128 (GS 15)"
Management & Program Analyst,IT Systems Analyst,Data Analysis ,HTML ,Government,"Starting at $53,433 (GS 9)"
MANAGEMENT & PROGRAM ANALYST,IT Systems Analyst, , ,Government,"Starting at $87,198 (GS 12)"
Management & Program Analyst,IT Systems Analyst, ,"SQL, HTML, Excel ",Government,"Starting at $43,683 (GS 7-9)"
Supervisory Budget Analyst,IT Systems Analyst, , ,Government,"Starting at $92,143 (GS 13)"
Science Analyst (Facilities),IT Systems Analyst, , ,Government,"Starting at $72,750 (AD 02)"
Management & Program Analyst,IT Systems Analyst, ,Excel ,Government,"Starting at $79,468 (GS 13)"
Nuclear Systems Engineer/Scientist (HOO/HERO),IT Systems Analyst, ,Excel ,Government,"Starting at $103,690 (GG 13-14)"
Assistant Professor of Systems Engineering,IT Systems Analyst, ,"Excel, AI ",Government,"Starting at $104,527 (AD 22)"
ELECTRONIC INTEGRATED SYSTEMS MECHANIC (T32),IT Systems Analyst,Data Analysis , ,Government,Starting at $33.12 (WG 13)
AIRCRAFT ORDNANCE SYSTEMS MECHANIC (Title 32),IT Systems Analyst, , ,Government,Starting at $28.07 (WG 11)
FUEL DISTRIBUTION SYSTEMS OPERATOR (TITLE 32),IT Systems Analyst, , ,Government,Starting at $27.88 (WG 10)
AIRCRAFT ORDNANCE SYSTEMS MECHANIC (TITLE 32),IT Systems Analyst, , ,Government,Starting at $31.47 (WG 11)
"Instructional Systems Specialist, GS-1750-11",IT Systems Analyst, , ,Government,"Starting at $64,649 (GS 11)"
"Instructional Systems Specialist, GS-1750-11",IT Systems Analyst, , ,Government,"Starting at $64,649 (GS 11)"
Program Analyst (Acquisition),IT Systems Analyst, , ,Government,"Starting at $87,198 (AD 00)"
Operations Research Analyst,IT Systems Analyst,Statistics ,"HTML, AI ",Government,"Starting at $43,683 (GS 7-9)"
Senior Intelligence Analyst,IT Systems Analyst, ,Excel ,Government,"Starting at $103,690 (GS 13-14)"
Operations Research Analyst,IT Systems Analyst,"Data Analysis, Statistics ",HTML ,Government,"Starting at $77,488 (GS 12)"
Operations Research Analyst,IT Systems Analyst,"Data Collection, Statistics ","HTML, AI ",Government,"Starting at $83,458 (FV J)"
Program Analyst (Informatics),IT Systems Analyst, , ,Government,"Starting at $77,488 (GS 12)"
Program Analyst (Informatics),IT Systems Analyst, , ,Government,"Starting at $82,540 (GS 12)"
OPERATIONS RESEARCH ANALYST,IT Systems Analyst,"Data Analysis, Statistics ", ,Government,"Starting at $92,143 (GS 13)"
Program Analyst (Data Science),IT Systems Analyst,Data Analysis , ,Government,"Starting at $66,829 (GS 12)"
Program Analyst (Acquisition),IT Systems Analyst, , ,Government,"Starting at $87,198 (AD 00)"
Operations Research Analyst,IT Systems Analyst,Statistics ,"HTML, AI ",Government,"Starting at $43,683 (GS 7)"
Supervisory Program Analyst,IT Systems Analyst, , ,Government,"Starting at $122,530 (IR 1)"
Supervisory Program Analyst,IT Systems Analyst, ,HTML ,Government,"Starting at $96,013 (GS 13)"
Supervisory Program Analyst,IT Systems Analyst, , ,Government,"Starting at $122,530 (IC 14)"
Operations Research Analyst,IT Systems Analyst,Statistics , ,Government,"Starting at $103,690 (GS 13)"
Operations Research Analyst,IT Systems Analyst,Statistics , ,Government,"Starting at $103,690 (GS 13)"
Program Analyst (Informatics),IT Systems Analyst, , ,Government,"Starting at $78,136 (GS 12)"
OPERATIONS RESEARCH ANALYST,IT Systems Analyst,Statistics ,Excel ,Government,"Starting at $60,129 (GS 9-11)"
OPERATIONS RESEARCH ANALYST,IT Systems Analyst,Statistics ,Excel ,Government,"Starting at $60,129 (GS 9-11)"
OPERATIONS RESEARCH ANALYST,IT Systems Analyst,Statistics ,Excel ,Government,"Starting at $87,198 (GS 12)"
OPERATIONS RESEARCH ANALYST,IT Systems Analyst,Statistics ,Excel ,Government,"Starting at $87,198 (GS 12)"
Resource Management Analyst,IT Systems Analyst, , ,Government,"Starting at $85,087 (GS 12)"
SUPERVISORY PROGRAM ANALYST,IT Systems Analyst, , ,Government,"Starting at $122,530 (GS 14)"
SUPERVISORY PROGRAM ANALYST,IT Systems Analyst, ,GCP ,Government,"Starting at $119,281 (GS 14)"
Operations Research Analyst,IT Systems Analyst,Statistics ,HTML ,Government,"Starting at $93,129 (GG 13)"
SUPERVISORY PROGRAM ANALYST,IT Systems Analyst, , ,Government,"Starting at $92,143 (GS 13)"
Supervisory Program Analyst,IT Systems Analyst, , ,Government,"Starting at $128,078 (GS 15)"
SUPERVISORY PROGRAM ANALYST,IT Systems Analyst, , ,Government,"Starting at $110,059 (GS 14)"
Supervisory Program Analyst,IT Systems Analyst, ,AI ,Government,"Starting at $93,129 (GG 13)"
Supervisory Program Analyst,IT Systems Analyst, ,HTML ,Government,"Starting at $122,530 (GS 14)"
Supervisory Program Analyst,IT Systems Analyst, ,HTML ,Government,"Starting at $122,530 (GS 14)"
Supervisory Program Analyst,IT Systems Analyst, , ,Government,"Starting at $66,829 (GS 12)"
SUPERVISORY PROGRAM ANALYST,IT Systems Analyst, , ,Government,"Starting at $144,128 (GS 15)"
OPERATIONS RESEARCH ANALYST,IT Systems Analyst,Statistics , ,Government,"Starting at $103,126 (GS 13)"
Operations Research Analyst,IT Systems Analyst,"Data Analysis, Statistics ",HTML ,Government,"Starting at $77,488 (GS 12)"
SUPERVISORY PROGRAM ANALYST,IT Systems Analyst, ,AI ,Government,"Starting at $109,655 (GG 14)"
SUPERVISORY PROGRAM ANALYST,IT Systems Analyst, , ,Government,"Starting at $112,275 (GS 14)"
Operations Research Analyst,IT Systems Analyst,Statistics ,HTML ,Government,"Starting at $78,624 (GS 12-13)"
Supervisory Program Analyst,IT Systems Analyst,"Data Mining, ETL ","Python, SQL, VBA, Tableau ",Government,"Starting at $122,530 (GS 14)"
SUPERVISORY PROGRAM ANALYST,IT Systems Analyst, , ,Government,"Starting at $122,530 (GG 14)"
Operations Research Analyst,IT Systems Analyst,Statistics ,Machine Learning ,Government,"Starting at $92,143 (GS 13)"
Supervisory Program Analyst,IT Systems Analyst, ,HTML ,Government,"Starting at $70,883 (GS 11)"
Operations Research Analyst,IT Systems Analyst,"Data Collection, Statistics ",HTML ,Government,"Starting at $103,690 (GS 13)"
SUPERVISORY PROGRAM ANALYST,IT Systems Analyst, ,AI ,Government,"Starting at $109,655 (GG 14)"
OPERATIONS RESEARCH ANALYST,IT Systems Analyst,Statistics , ,Government,"Starting at $103,690 (GS 13-14)"
Program Analyst (Informatics),IT Systems Analyst, ,HTML ,Government,"Starting at $68,992 (GS 11)"
OPERATIONS RESEARCH ANALYST,IT Systems Analyst,"Data Analysis, Statistics ", ,Government,"Starting at $122,530 (GS 14)"
Operations Research Analyst,IT Systems Analyst,"Data Mining, Data Visualization, Statistics ","HTML, Machine Learning ",Government,"Starting at $49,884 (GS 7-9)"
OPERATIONS RESEARCH ANALYST,IT Systems Analyst,"Data Collection, Statistics ",AI ,Government,"Starting at $92,445 (GS 13)"
Supervisory Program Analyst,IT Systems Analyst, , ,Government,"Starting at $103,241 (SV J)"
OPERATIONS RESEARCH ANALYST,IT Systems Analyst,Statistics ,AI ,Government,"Starting at $92,143 (GS 13)"
"Management Analyst, GS-0343-12",IT Systems Analyst, , ,Government,"Starting at $84,886 (GS 12)"
POWERED SUPPORT SYSTEMS  MECHANIC SUPERVISOR,IT Systems Analyst, , ,Government,Starting at $43.97 (WS 10)
Supervisory Systems Accountant (Branch Chief),IT Systems Analyst, , ,Government,"Starting at $122,530 (GS 14)"
Technical Advisor Advanced Cyber Technology,IT Systems Analyst,Statistics , ,Government,"Starting at $156,876 (SL 00)"
FUEL DISTRIBUTION SYSTEMS WORKER SUPERVISOR,IT Systems Analyst, , ,Government,Starting at $36.83 (WS 9)
Visitor Services Information Assistant,IT Systems Analyst, , ,Government,"Starting at $31,520 (GS 4-5)"
Visitor Services Information Assistant,IT Systems Analyst, , ,Government,"Starting at $31,520 (GS 4-5)"
Visitor Services Information Assistant,IT Systems Analyst, , ,Government,"Starting at $31,520 (GS 4)"
Information Management Program Manager,IT Systems Analyst, , ,Government,"Starting at $119,384 (GS 14)"
FINANCIAL MANAGEMENT ANALYST,IT Systems Analyst, ,HTML ,Government,"Starting at $64,649 (GS 11)"
FINANCIAL MANAGEMENT ANALYST,IT Systems Analyst, , ,Government,"Starting at $103,690 (GS 13)"
FINANCIAL MANAGEMENT ANALYST,IT Systems Analyst, , ,Government,"Starting at $103,690 (GS 13)"
FINANCIAL MANAGEMENT ANALYST,IT Systems Analyst, , ,Government,"Starting at $103,690 (GS 13)"
Program Analyst (6 Month Roster),IT Systems Analyst,API , ,Government,"Starting at $43,683 (GS 7-11)"
FINANCIAL MANAGEMENT ANALYST,IT Systems Analyst, , ,Government,"Starting at $53,433 (GS 9-11)"
FINANCIAL MANAGEMENT ANALYST,IT Systems Analyst, ,HTML ,Government,"Starting at $65,190 (GS 11-12)"
FINANCIAL MANAGEMENT ANALYST,IT Systems Analyst, , ,Government,"Starting at $87,198 (NH 3)"
FINANCIAL MANAGEMENT ANALYST,IT Systems Analyst, ,HTML ,Government,"Starting at $67,364 (GS 11-12)"
FINANCIAL MANAGEMENT ANALYST,IT Systems Analyst,Statistics ,Excel ,Government,"Starting at $53,433 (GS 9)"
TITLE 5 BUDGET ANALYST (MI 127 WG),IT Systems Analyst, ,Excel ,Government,"Starting at $58,673 (GS 9-11)"
Doctrine Developer/Analyst (SF),IT Systems Analyst, , ,Government,"Starting at $80,522 (GS 12)"
Financial Management Analyst,IT Systems Analyst, ,HTML ,Government,"Starting at $55,756 (GS 11)"
FINANCIAL MANAGEMENT ANALYST,IT Systems Analyst, , ,Government,"Starting at $78,324 (GS 12)"
FINANCIAL MANAGEMENT ANALYST,IT Systems Analyst, , ,Government,"Starting at $87,198 (NH 3)"
Financial Management Analyst,IT Systems Analyst, , ,Government,"Starting at $93,009 (GS 13)"
FINANCIAL MANAGEMENT ANALYST,IT Systems Analyst, , ,Government,"Starting at $103,690 (GS 13)"
FINANCIAL MANAGEMENT ANALYST,IT Systems Analyst, , ,Government,"Starting at $46,083 (GS 9)"
FINANCIAL MANAGEMENT ANALYST,IT Systems Analyst, , ,Government,"Starting at $64,649 (GS 11)"
FINANCIAL MANAGEMENT ANALYST,IT Systems Analyst, , ,Government,"Starting at $73,827 (GS 11)"
Resources Analyst (Direct-Hire),IT Systems Analyst,Data Analysis , ,Government,"Starting at $103,690 (GS 13)"
IMMIGRATION SERVICES ANALYST,IT Systems Analyst, , ,Government,"Starting at $53,433 (GS 09-12)"
FINANCIAL MANAGEMENT ANALYST,IT Systems Analyst, , ,Government,"Starting at $37,674 (GS 7-9)"
Financial Management Analyst,IT Systems Analyst, , ,Government,"Starting at $108,896 (FV J)"
Financial Management Analyst,IT Systems Analyst, , ,Government,"Starting at $108,896 (FV J)"
FINANCIAL MANAGEMENT ANALYST,IT Systems Analyst,Statistics ,Excel ,Government,"Starting at $53,433 (GS 9)"
